Wind资讯,ZN1604.SHF,ZN1604.SHF
,沪锌1604,沪锌1604
日期,结算价,持仓量
2015-04-16,16610.00 ,0.00 
2015-04-17,17060.00 ,2.00 
2015-04-20,17060.00 ,2.00 
2015-04-21,17060.00 ,2.00 
2015-04-22,17060.00 ,2.00 
2015-04-23,17060.00 ,2.00 
2015-04-24,17060.00 ,2.00 
2015-04-27,17050.00 ,8.00 
2015-04-28,17050.00 ,8.00 
2015-04-29,17165.00 ,12.00 
2015-04-30,17195.00 ,12.00 
2015-05-04,17410.00 ,16.00 
2015-05-05,17385.00 ,22.00 
2015-05-06,17650.00 ,32.00 
2015-05-07,17425.00 ,32.00 
2015-05-08,17450.00 ,32.00 
2015-05-11,17450.00 ,32.00 
2015-05-12,17135.00 ,30.00 
2015-05-13,17270.00 ,30.00 
2015-05-14,17280.00 ,38.00 
2015-05-15,17280.00 ,38.00 
2015-05-18,17160.00 ,40.00 
2015-05-19,17040.00 ,38.00 
2015-05-20,16955.00 ,42.00 
2015-05-21,16955.00 ,42.00 
2015-05-22,16880.00 ,38.00 
2015-05-25,16705.00 ,46.00 
2015-05-26,16825.00 ,44.00 
2015-05-27,16745.00 ,48.00 
2015-05-28,16925.00 ,46.00 
2015-05-29,17005.00 ,46.00 
2015-06-01,16860.00 ,46.00 
2015-06-02,16765.00 ,44.00 
2015-06-03,16755.00 ,40.00 
2015-06-04,16560.00 ,46.00 
2015-06-05,16460.00 ,46.00 
2015-06-08,16430.00 ,46.00 
2015-06-09,16430.00 ,46.00 
2015-06-10,16565.00 ,46.00 
2015-06-11,16545.00 ,46.00 
2015-06-12,16340.00 ,46.00 
2015-06-15,16340.00 ,46.00 
2015-06-16,16340.00 ,46.00 
2015-06-17,16340.00 ,46.00 
2015-06-18,16045.00 ,52.00 
2015-06-19,15960.00 ,50.00 
2015-06-23,15835.00 ,50.00 
2015-06-24,15855.00 ,56.00 
2015-06-25,15765.00 ,54.00 
2015-06-26,15740.00 ,52.00 
2015-06-29,15680.00 ,50.00 
2015-06-30,15515.00 ,48.00 
2015-07-01,15405.00 ,48.00 
2015-07-02,15645.00 ,48.00 
2015-07-03,15730.00 ,48.00 
2015-07-06,15295.00 ,48.00 
2015-07-07,15470.00 ,56.00 
2015-07-08,14820.00 ,58.00 
2015-07-09,14955.00 ,58.00 
2015-07-10,15130.00 ,58.00 
2015-07-13,15040.00 ,58.00 
2015-07-14,15370.00 ,58.00 
2015-07-15,15435.00 ,58.00 
2015-07-16,15515.00 ,58.00 
2015-07-17,15485.00 ,58.00 
2015-07-20,15365.00 ,58.00 
2015-07-21,15375.00 ,58.00 
2015-07-22,15080.00 ,58.00 
2015-07-23,14885.00 ,58.00 
2015-07-24,14845.00 ,58.00 
2015-07-27,14890.00 ,58.00 
2015-07-28,14870.00 ,58.00 
2015-07-29,15140.00 ,64.00 
2015-07-30,14775.00 ,58.00 
2015-07-31,14830.00 ,56.00 
2015-08-03,14610.00 ,58.00 
2015-08-04,14550.00 ,66.00 
2015-08-05,14560.00 ,66.00 
2015-08-06,14430.00 ,66.00 
2015-08-07,14255.00 ,66.00 
2015-08-10,14300.00 ,68.00 
2015-08-11,14535.00 ,64.00 
2015-08-12,14375.00 ,64.00 
2015-08-13,14710.00 ,62.00 
2015-08-14,14735.00 ,62.00 
2015-08-17,14715.00 ,60.00 
2015-08-18,14715.00 ,60.00 
2015-08-19,14530.00 ,60.00 
2015-08-20,14590.00 ,60.00 
2015-08-21,14645.00 ,64.00 
2015-08-24,14275.00 ,64.00 
2015-08-25,14245.00 ,64.00 
2015-08-26,14450.00 ,122.00 
2015-08-27,14295.00 ,116.00 
2015-08-28,14425.00 ,114.00 
2015-08-31,14600.00 ,114.00 
2015-09-01,14600.00 ,114.00 
2015-09-02,14805.00 ,102.00 
2015-09-07,14855.00 ,102.00 
2015-09-08,14755.00 ,102.00 
2015-09-09,14915.00 ,102.00 
2015-09-10,14915.00 ,102.00 
2015-09-11,14850.00 ,102.00 
2015-09-14,14780.00 ,106.00 
2015-09-15,14520.00 ,128.00 
2015-09-16,14335.00 ,128.00 
2015-09-17,14335.00 ,386.00 
2015-09-18,14200.00 ,380.00 
2015-09-21,13775.00 ,410.00 
2015-09-22,13460.00 ,642.00 
2015-09-23,13305.00 ,644.00 
2015-09-24,13445.00 ,648.00 
2015-09-25,13585.00 ,660.00 
2015-09-28,13320.00 ,664.00 
2015-09-29,13195.00 ,662.00 
2015-09-30,13410.00 ,668.00 
2015-10-08,13480.00 ,668.00 
2015-10-09,13920.00 ,708.00 
2015-10-12,14450.00 ,780.00 
2015-10-13,14325.00 ,814.00 
2015-10-14,14290.00 ,850.00 
2015-10-15,14395.00 ,940.00 
2015-10-16,14335.00 ,964.00 
2015-10-19,14210.00 ,1004.00 
2015-10-20,14060.00 ,1020.00 
2015-10-21,14080.00 ,978.00 
2015-10-22,13855.00 ,904.00 
2015-10-23,13960.00 ,990.00 
2015-10-26,14010.00 ,1088.00 
2015-10-27,14070.00 ,1224.00 
2015-10-28,14035.00 ,1350.00 
2015-10-29,14060.00 ,1470.00 
2015-10-30,13790.00 ,2456.00 
2015-11-02,13730.00 ,2856.00 
2015-11-03,13745.00 ,2888.00 
2015-11-04,13760.00 ,3330.00 
2015-11-05,13595.00 ,3790.00 
2015-11-06,13510.00 ,5244.00 
2015-11-09,13565.00 ,5508.00 
2015-11-10,13335.00 ,6806.00 
2015-11-11,12935.00 ,8494.00 
2015-11-12,13040.00 ,9768.00 
2015-11-13,13005.00 ,9940.00 
2015-11-16,13005.00 ,10032.00 
2015-11-17,12690.00 ,11112.00 
2015-11-18,12490.00 ,12098.00 
2015-11-19,12125.00 ,13114.00 
2015-11-20,12180.00 ,13718.00 
2015-11-23,12085.00 ,17934.00 
2015-11-24,12280.00 ,21274.00 
2015-11-25,12700.00 ,17454.00 
2015-11-26,13040.00 ,15402.00 
2015-11-27,12980.00 ,17650.00 
2015-11-30,12725.00 ,18044.00 
2015-12-01,12720.00 ,19184.00 
2015-12-02,12660.00 ,21328.00 
2015-12-03,12460.00 ,21522.00 
2015-12-04,12450.00 ,23308.00 
2015-12-07,12595.00 ,24352.00 
2015-12-08,12560.00 ,27012.00 
2015-12-09,12500.00 ,29066.00 
2015-12-10,12600.00 ,28706.00 
2015-12-11,12650.00 ,29064.00 
2015-12-14,12805.00 ,30770.00 
2015-12-15,12810.00 ,32214.00 
2015-12-16,12655.00 ,33770.00 
2015-12-17,12625.00 ,34076.00 
2015-12-18,12540.00 ,34842.00 
2015-12-21,12730.00 ,37488.00 
2015-12-22,12830.00 ,38722.00 
2015-12-23,12825.00 ,38924.00 
2015-12-24,13015.00 ,43142.00 
2015-12-25,13070.00 ,54312.00 
2015-12-28,13045.00 ,61726.00 
2015-12-29,12990.00 ,65402.00 
2015-12-30,13345.00 ,68786.00 
2015-12-31,13430.00 ,71666.00 
2016-01-04,13260.00 ,70066.00 
2016-01-05,13240.00 ,70048.00 
2016-01-06,13155.00 ,67638.00 
2016-01-07,12995.00 ,73028.00 
2016-01-08,12840.00 ,83444.00 
2016-01-11,12875.00 ,87550.00 
2016-01-12,12610.00 ,78852.00 
2016-01-13,12470.00 ,75766.00 
2016-01-14,12585.00 ,80134.00 
2016-01-15,12680.00 ,79830.00 
2016-01-18,12655.00 ,77700.00 
2016-01-19,12770.00 ,79376.00 
2016-01-20,12785.00 ,88496.00 
2016-01-21,12700.00 ,93746.00 
2016-01-22,12775.00 ,95668.00 
2016-01-25,12795.00 ,99518.00 
2016-01-26,12810.00 ,99244.00 
2016-01-27,13065.00 ,111688.00 
2016-01-28,13070.00 ,124204.00 
2016-01-29,13015.00 ,127698.00 
2016-02-01,13150.00 ,128942.00 
2016-02-02,13260.00 ,146650.00 
2016-02-03,13395.00 ,173138.00 
2016-02-04,13755.00 ,174538.00 
2016-02-05,13845.00 ,165134.00 
2016-02-15,13860.00 ,170150.00 
2016-02-16,13715.00 ,175224.00 
2016-02-17,13605.00 ,177902.00 
2016-02-18,13590.00 ,179626.00 
2016-02-19,13790.00 ,193010.00 
2016-02-22,14110.00 ,205948.00 
2016-02-23,14185.00 ,199672.00 
2016-02-24,14000.00 ,177594.00 
2016-02-25,14160.00 ,179230.00 
2016-02-26,13965.00 ,160286.00 
2016-02-29,14075.00 ,144680.00 
2016-03-01,14070.00 ,131290.00 
2016-03-02,14215.00 ,123474.00 
2016-03-03,14325.00 ,118148.00 
2016-03-04,14450.00 ,101472.00 
2016-03-07,14440.00 ,86688.00 
2016-03-08,14285.00 ,79820.00 
2016-03-09,14000.00 ,71716.00 
2016-03-10,14075.00 ,68248.00 
2016-03-11,14015.00 ,66374.00 
2016-03-14,14150.00 ,64788.00 
2016-03-15,14050.00 ,64070.00 
2016-03-16,13885.00 ,57752.00 
2016-03-17,14020.00 ,53526.00 
2016-03-18,14325.00 ,51758.00 
2016-03-21,14370.00 ,50912.00 
2016-03-22,14410.00 ,49902.00 
2016-03-23,14360.00 ,48728.00 
2016-03-24,14200.00 ,45366.00 
2016-03-25,14130.00 ,43944.00 
2016-03-28,14240.00 ,42514.00 
2016-03-29,14180.00 ,41448.00 
2016-03-30,14090.00 ,39400.00 
2016-03-31,14090.00 ,36660.00 
2016-04-01,14305.00 ,35730.00 
2016-04-05,14385.00 ,35350.00 
2016-04-06,14235.00 ,33740.00 
2016-04-07,14180.00 ,32040.00 
2016-04-08,13940.00 ,30310.00 
2016-04-11,14075.00 ,29790.00 
2016-04-12,14010.00 ,30040.00 
2016-04-13,14580.00 ,28150.00 
2016-04-14,14840.00 ,27200.00 
2016-04-15,14830.00 ,27380.00 
,,
